player,Value,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Tyrone Mings,€5.7M,"2024-2025 Aston Villa Stats
(Premier League)",eng ENG,DF,32,12.0,10.0,961.0,0.0,0.0,1.0,0.0,0.8,0.2,5.0,39.0,0.0,0.0,0.0,0.07,0.02,12.5,0.09,0.0,11.8,554.0,88.9,9907.0,92.3,94.6,55.2,3.0,12.0,5.0,0.0,39.0,725.0,129.0,361.0,326.0,42.0,14.0,2.0,100.0,0.0,451.0,2463.0,5.0,0.0,3.0,1.0,497.0,0.0,6.0,5.0,18.0,13.0,11.0,2.0,6.0,17.0,1.59,2.0,0.19,3.0,9.0,0.0,1.0,29.0,23.0,56.1,N/a,N/a,N/a,N/a
Raúl Jiménez,€5.2M,"2024-2025 Fulham Stats
(Premier League)",mx MEX,FW,33,31.0,24.0,1927.0,10.0,3.0,3.0,0.0,10.4,2.8,30.0,45.0,107.0,0.47,0.14,0.49,0.13,34.2,1.21,0.09,14.7,363.0,70.8,5521.0,81.0,75.5,59.6,16.0,16.0,8.0,3.0,45.0,799.0,27.0,93.0,347.0,370.0,137.0,17.0,40.9,52.3,445.0,1999.0,30.0,16.0,53.0,38.0,582.0,107.0,27.0,17.0,77.0,18.0,5.0,13.0,9.0,51.0,2.38,6.0,0.28,32.0,33.0,13.0,18.0,59.0,63.0,45.0,N/a,N/a,N/a,N/a
Ben Davies,€5.1M,"2024-2025 Tottenham Hotspur Stats
(Premier League)",wls WAL,DF,31,11.0,10.0,901.0,0.0,0.0,3.0,0.0,0.3,0.2,7.0,43.0,5.0,0.0,0.0,0.03,0.02,25.0,0.1,0.0,12.9,662.0,90.1,12311.0,93.2,95.0,70.0,2.0,5.0,1.0,0.0,43.0,848.0,147.0,444.0,369.0,35.0,11.0,12.0,100.0,0.0,492.0,2387.0,7.0,0.0,4.0,0.0,577.0,5.0,10.0,6.0,33.0,18.0,11.0,7.0,10.0,4.0,0.4,0.0,0.0,11.0,3.0,0.0,2.0,30.0,39.0,54.2,N/a,N/a,N/a,N/a
Jordan Ayew,€4.5M,"2024-2025 Leicester City Stats
(Premier League)",gh GHA,"FW,MF",33,25.0,15.0,1310.0,4.0,0.0,5.0,0.0,2.8,0.8,38.0,31.0,68.0,0.27,0.0,0.19,0.05,28.0,0.48,0.12,18.4,316.0,72.3,4618.0,85.7,73.5,35.6,12.0,30.0,11.0,6.0,31.0,649.0,18.0,89.0,331.0,251.0,46.0,19.0,36.5,51.9,389.0,2649.0,38.0,7.0,51.0,31.0,434.0,68.0,24.0,13.0,53.0,14.0,0.0,14.0,12.0,30.0,2.06,1.0,0.07,27.0,43.0,5.0,47.0,81.0,33.0,38.4,N/a,N/a,N/a,N/a
Idrissa Gana Gueye,€4.5M,"2024-2025 Everton Stats
(Premier League)",sn SEN,MF,35,31.0,29.0,2537.0,0.0,3.0,7.0,0.0,1.0,1.7,21.0,119.0,21.0,0.0,0.11,0.04,0.06,15.4,0.14,0.0,25.3,1005.0,86.4,17046.0,90.3,90.3,74.1,19.0,23.0,9.0,3.0,119.0,1487.0,66.0,358.0,843.0,292.0,19.0,82.0,48.6,45.7,694.0,3166.0,21.0,4.0,27.0,33.0,851.0,21.0,116.0,70.0,15.0,43.0,9.0,34.0,37.0,55.0,1.95,3.0,0.11,47.0,38.0,0.0,6.0,165.0,21.0,58.3,N/a,N/a,N/a,N/a
Christian Eriksen,€3.9M,"2024-2025 Manchester United Stats
(Premier League)",dk DEN,MF,33,18.0,10.0,903.0,0.0,1.0,3.0,0.0,0.2,2.4,8.0,41.0,24.0,0.0,0.1,0.02,0.24,0.0,0.0,0.0,25.0,479.0,80.5,7970.0,93.1,80.8,49.0,21.0,8.0,6.0,1.0,41.0,672.0,21.0,143.0,335.0,198.0,11.0,18.0,0.0,100.0,379.0,1339.0,8.0,0.0,8.0,4.0,444.0,24.0,15.0,7.0,5.0,10.0,4.0,6.0,7.0,40.0,3.98,6.0,0.6,7.0,2.0,0.0,61.0,53.0,2.0,28.6,N/a,N/a,N/a,N/a
Ryan Manning,€3.8M,"2024-2025 Southampton Stats
(Premier League)",ie IRL,"DF,MF",28,20.0,15.0,1195.0,0.0,0.0,2.0,0.0,0.3,2.6,12.0,28.0,63.0,0.0,0.0,0.02,0.2,0.0,0.0,0.0,18.6,521.0,79.7,8726.0,92.6,82.0,48.9,25.0,11.0,11.0,8.0,28.0,790.0,62.0,219.0,324.0,256.0,21.0,25.0,35.5,41.9,395.0,1671.0,12.0,4.0,16.0,5.0,470.0,63.0,27.0,17.0,5.0,18.0,11.0,7.0,16.0,38.0,2.86,1.0,0.08,17.0,26.0,0.0,66.0,56.0,12.0,70.6,N/a,N/a,N/a,N/a
Conor Coady,€2.3M,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,DF,32,16.0,13.0,1174.0,0.0,0.0,2.0,0.0,0.0,0.1,2.0,26.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,660.0,90.7,11491.0,96.9,96.6,54.1,1.0,2.0,2.0,0.0,26.0,826.0,156.0,446.0,368.0,13.0,3.0,4.0,50.0,50.0,547.0,2343.0,2.0,1.0,4.0,2.0,605.0,0.0,11.0,8.0,15.0,23.0,17.0,6.0,11.0,4.0,0.31,0.0,0.0,5.0,2.0,1.0,0.0,42.0,12.0,44.4,N/a,N/a,N/a,N/a
Jannik Vestergaard,€2M,"2024-2025 Leicester City Stats
(Premier League)",dk DEN,DF,32,18.0,16.0,1391.0,0.0,0.0,5.0,0.0,0.1,0.1,3.0,32.0,2.0,0.0,0.0,0.01,0.01,66.7,0.13,0.0,9.7,870.0,90.7,14697.0,95.0,93.7,59.3,3.0,3.0,1.0,0.0,32.0,1092.0,196.0,572.0,497.0,28.0,10.0,15.0,100.0,0.0,672.0,2932.0,3.0,0.0,2.0,0.0,757.0,2.0,22.0,10.0,19.0,21.0,14.0,7.0,16.0,7.0,0.45,0.0,0.0,12.0,4.0,0.0,0.0,46.0,26.0,57.8,N/a,N/a,N/a,N/a
Cameron Burgess,€1.7M,"2024-2025 Ipswich Town Stats
(Premier League)",au AUS,DF,29,14.0,13.0,1215.0,0.0,1.0,0.0,0.0,0.7,0.5,2.0,36.0,3.0,0.0,0.07,0.05,0.04,11.1,0.07,0.0,9.7,503.0,80.6,9151.0,90.5,86.7,49.5,5.0,4.0,3.0,0.0,36.0,781.0,175.0,459.0,281.0,42.0,21.0,8.0,N/a,N/a,364.0,1701.0,2.0,0.0,2.0,0.0,458.0,3.0,10.0,7.0,19.0,16.0,12.0,4.0,11.0,10.0,0.74,2.0,0.15,3.0,4.0,1.0,0.0,34.0,38.0,66.7,N/a,N/a,N/a,N/a
Craig Dawson,€1.5M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",eng ENG,DF,34,15.0,10.0,971.0,0.0,0.0,2.0,0.0,0.5,0.0,6.0,20.0,5.0,0.0,0.0,0.05,0.0,20.0,0.09,0.0,8.5,484.0,86.6,9745.0,92.5,93.0,60.0,2.0,1.0,1.0,0.0,20.0,671.0,130.0,396.0,249.0,28.0,14.0,15.0,20.0,40.0,390.0,1819.0,6.0,0.0,2.0,0.0,443.0,5.0,15.0,3.0,11.0,16.0,11.0,5.0,9.0,7.0,0.65,2.0,0.19,6.0,5.0,2.0,0.0,35.0,21.0,65.6,N/a,N/a,N/a,N/a
Ashley Young,€1.3M,"2024-2025 Everton Stats
(Premier League)",eng ENG,"DF,FW",39,27.0,17.0,1586.0,1.0,3.0,6.0,1.0,0.3,1.6,19.0,81.0,25.0,0.06,0.17,0.02,0.09,50.0,0.17,0.17,24.5,591.0,69.7,10908.0,87.6,75.7,40.8,19.0,24.0,17.0,8.0,81.0,1015.0,51.0,311.0,433.0,276.0,9.0,49.0,35.7,50.0,397.0,2047.0,19.0,1.0,8.0,1.0,513.0,25.0,50.0,28.0,10.0,10.0,3.0,7.0,22.0,36.0,2.04,6.0,0.34,24.0,17.0,0.0,63.0,60.0,10.0,50.0,N/a,N/a,N/a,N/a
Sam Morsy,€1.3M,"2024-2025 Ipswich Town Stats
(Premier League)",eg EGY,MF,33,27.0,25.0,2240.0,1.0,1.0,9.0,0.0,0.3,0.7,14.0,100.0,9.0,0.04,0.04,0.01,0.03,22.2,0.08,0.11,26.3,1042.0,86.6,16602.0,93.2,91.5,58.6,16.0,20.0,13.0,2.0,100.0,1398.0,72.0,406.0,802.0,203.0,4.0,54.0,57.9,31.6,715.0,3780.0,14.0,2.0,13.0,9.0,942.0,9.0,56.0,32.0,21.0,27.0,11.0,16.0,26.0,36.0,1.45,2.0,0.08,42.0,20.0,0.0,11.0,127.0,14.0,40.0,N/a,N/a,N/a,N/a
Jamie Vardy,€1.2M,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,FW,38,30.0,30.0,2421.0,7.0,3.0,5.0,0.0,9.4,2.9,27.0,20.0,104.0,0.26,0.11,0.35,0.11,40.8,0.74,0.12,11.8,225.0,67.4,3208.0,74.4,79.1,68.8,18.0,11.0,9.0,1.0,20.0,511.0,26.0,52.0,232.0,232.0,99.0,11.0,45.0,50.0,244.0,1295.0,27.0,14.0,31.0,12.0,331.0,104.0,18.0,13.0,47.0,8.0,4.0,4.0,3.0,40.0,1.49,9.0,0.33,19.0,19.0,23.0,10.0,32.0,46.0,49.5,N/a,N/a,N/a,N/a
Łukasz Fabiański,€0.9M,"2024-2025 West Ham United Stats
(Premier League)",pl POL,GK,39,13.0,12.0,1070.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,304.0,67.0,8756.0,100.0,99.3,41.3,0.0,0.0,0.0,0.0,0.0,488.0,382.0,483.0,5.0,0.0,0.0,1.0,100.0,0.0,258.0,1371.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,66.7,1.68,74.6,16.7,0.0
