player,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Hamza Choudhury,"2024-2025 Leicester City Stats
(Premier League)",bd BAN,"MF,DF",27,4.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.27,N/a,0.0,N/a,N/a,72.0,85.7,991.0,94.0,79.3,50.0,2.0,2.0,1.0,1.0,3.0,100.0,4.0,19.0,61.0,20.0,3.0,3.0,75.0,25.0,63.0,246.0,4.0,2.0,1.0,0.0,71.0,6.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,3.0,2.05,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,N/a,N/a,N/a,N/a,N/a
Harrison Reed,"2024-2025 Fulham Stats
(Premier League)",eng ENG,MF,30,11.0,0.0,93.0,0.0,0.0,2.0,0.0,0.2,0.1,1.0,4.0,7.0,0.0,0.0,0.22,0.07,66.7,1.94,0.0,21.7,39.0,72.2,550.0,87.5,81.3,40.0,1.0,1.0,1.0,0.0,4.0,77.0,2.0,11.0,28.0,39.0,5.0,3.0,0.0,50.0,31.0,95.0,1.0,0.0,2.0,2.0,38.0,7.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.97,0.0,0.0,6.0,2.0,0.0,5.0,10.0,1.0,33.3,N/a,N/a,N/a,N/a
Harry Clarke,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,24,7.0,4.0,379.0,0.0,0.0,3.0,1.0,0.1,0.0,5.0,14.0,2.0,0.0,0.0,0.02,0.01,100.0,0.24,0.0,4.5,190.0,80.5,3442.0,91.6,87.5,57.5,1.0,7.0,1.0,0.0,14.0,268.0,18.0,100.0,122.0,47.0,2.0,6.0,50.0,50.0,118.0,555.0,5.0,0.0,4.0,2.0,163.0,2.0,5.0,3.0,4.0,5.0,4.0,1.0,4.0,1.0,0.24,0.0,0.0,5.0,1.0,0.0,5.0,17.0,10.0,71.4,N/a,N/a,N/a,N/a
Harry Maguire,"2024-2025 Manchester United Stats
(Premier League)",eng ENG,DF,32,22.0,16.0,1418.0,1.0,0.0,7.0,0.0,1.4,0.3,6.0,42.0,5.0,0.06,0.0,0.09,0.02,36.4,0.25,0.09,8.1,788.0,86.3,14677.0,91.6,91.1,57.8,6.0,6.0,3.0,0.0,42.0,1085.0,133.0,541.0,497.0,60.0,35.0,17.0,40.0,60.0,640.0,3970.0,6.0,3.0,6.0,2.0,702.0,5.0,26.0,13.0,21.0,14.0,12.0,2.0,36.0,15.0,0.95,0.0,0.0,16.0,6.0,1.0,2.0,53.0,51.0,70.8,N/a,N/a,N/a,N/a
Harry Wilson,"2024-2025 Fulham Stats
(Premier League)",wls WAL,"FW,MF",28,19.0,8.0,839.0,5.0,1.0,2.0,0.0,3.2,1.0,16.0,42.0,71.0,0.54,0.11,0.35,0.11,32.1,0.97,0.18,17.2,249.0,74.3,4168.0,85.3,80.7,41.2,17.0,17.0,11.0,0.0,42.0,436.0,7.0,58.0,160.0,226.0,44.0,11.0,39.1,39.1,263.0,1376.0,16.0,8.0,13.0,4.0,295.0,71.0,10.0,6.0,16.0,13.0,1.0,12.0,5.0,30.0,3.22,3.0,0.32,10.0,15.0,0.0,30.0,37.0,4.0,20.0,N/a,N/a,N/a,N/a
Harry Winks,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,MF,29,22.0,17.0,1538.0,0.0,2.0,4.0,0.0,0.2,1.2,19.0,101.0,11.0,0.0,0.12,0.01,0.07,40.0,0.23,0.0,29.2,910.0,87.1,14101.0,92.2,91.2,57.9,17.0,13.0,7.0,5.0,101.0,1158.0,49.0,275.0,746.0,151.0,1.0,30.0,25.0,66.7,696.0,3268.0,19.0,0.0,13.0,8.0,827.0,11.0,24.0,11.0,6.0,19.0,7.0,12.0,9.0,39.0,2.28,3.0,0.18,9.0,13.0,0.0,34.0,106.0,8.0,57.1,N/a,N/a,N/a,N/a
Harvey Barnes,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,FW,27,26.0,10.0,1172.0,8.0,3.0,0.0,0.0,5.8,3.2,63.0,58.0,127.0,0.61,0.23,0.44,0.24,33.3,1.15,0.18,14.2,318.0,78.9,4461.0,86.6,74.6,60.0,18.0,35.0,30.0,7.0,58.0,549.0,13.0,75.0,178.0,301.0,85.0,7.0,38.3,48.9,388.0,2917.0,63.0,35.0,21.0,13.0,434.0,127.0,15.0,9.0,13.0,6.0,1.0,5.0,6.0,47.0,3.6,8.0,0.61,9.0,16.0,4.0,30.0,40.0,5.0,27.8,N/a,N/a,N/a,N/a
Harvey Elliott,"2024-2025 Liverpool Stats
(Premier League)",eng ENG,"MF,FW",22,12.0,0.0,164.0,0.0,1.0,0.0,0.0,0.4,0.8,7.0,23.0,20.0,0.0,0.55,0.23,0.42,22.2,1.1,0.0,16.0,134.0,79.8,2369.0,92.3,75.9,66.7,4.0,6.0,4.0,0.0,23.0,191.0,2.0,18.0,81.0,93.0,13.0,3.0,40.0,60.0,113.0,509.0,7.0,5.0,2.0,2.0,145.0,20.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,9.0,4.94,2.0,1.1,0.0,0.0,1.0,10.0,9.0,1.0,50.0,N/a,N/a,N/a,N/a
Hwang Hee-chan,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",kr KOR,"MF,FW",29,19.0,5.0,645.0,2.0,0.0,0.0,0.0,0.8,0.1,15.0,12.0,40.0,0.28,0.0,0.11,0.02,60.0,0.42,0.4,17.4,159.0,81.5,2061.0,87.0,85.1,80.0,3.0,5.0,4.0,2.0,12.0,260.0,9.0,41.0,98.0,123.0,23.0,6.0,15.4,84.6,150.0,927.0,15.0,7.0,13.0,10.0,172.0,40.0,6.0,4.0,9.0,9.0,0.0,9.0,2.0,9.0,1.25,1.0,0.14,6.0,8.0,0.0,8.0,27.0,3.0,25.0,N/a,N/a,N/a,N/a
Hákon Rafn Valdimarsson,"2024-2025 Brentford Stats
(Premier League)",is ISL,GK,23,2.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,46.0,65.7,1445.0,100.0,100.0,41.5,0.0,0.0,0.0,0.0,0.0,72.0,60.0,71.0,1.0,0.0,0.0,0.0,N/a,N/a,44.0,191.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.24,50.0,100.0,N/a
Ian Maatsen,"2024-2025 Aston Villa Stats
(Premier League)",nl NED,DF,23,24.0,6.0,797.0,0.0,2.0,2.0,0.0,0.4,2.3,25.0,38.0,78.0,0.0,0.23,0.05,0.26,30.8,0.45,0.0,24.6,457.0,81.9,7408.0,88.9,85.9,54.8,17.0,15.0,15.0,3.0,38.0,676.0,37.0,171.0,249.0,263.0,37.0,17.0,52.9,47.1,357.0,1914.0,25.0,10.0,18.0,19.0,409.0,78.0,19.0,10.0,5.0,7.0,0.0,7.0,14.0,48.0,5.41,7.0,0.79,8.0,8.0,3.0,45.0,52.0,8.0,61.5,N/a,N/a,N/a,N/a
Ibrahim Sangaré,"2024-2025 Nottingham Forest Stats
(Premier League)",ci CIV,MF,27,8.0,3.0,279.0,0.0,1.0,2.0,0.0,0.0,0.4,0.0,12.0,2.0,0.0,0.32,0.01,0.11,100.0,0.32,0.0,32.0,117.0,78.5,1700.0,88.8,80.9,54.5,3.0,2.0,2.0,0.0,12.0,193.0,8.0,44.0,123.0,28.0,7.0,10.0,0.0,100.0,75.0,297.0,0.0,0.0,4.0,1.0,101.0,2.0,18.0,10.0,7.0,5.0,0.0,5.0,2.0,5.0,1.61,0.0,0.0,8.0,5.0,0.0,0.0,22.0,5.0,41.7,N/a,N/a,N/a,N/a
Ibrahima Konaté,"2024-2025 Liverpool Stats
(Premier League)",fr FRA,DF,25,26.0,25.0,2140.0,1.0,2.0,5.0,0.0,1.6,1.0,21.0,99.0,2.0,0.04,0.08,0.07,0.04,14.3,0.08,0.07,10.4,1442.0,90.4,26603.0,93.6,95.1,54.7,10.0,13.0,8.0,0.0,99.0,1830.0,202.0,787.0,947.0,101.0,18.0,33.0,50.0,25.0,1086.0,4969.0,21.0,0.0,8.0,2.0,1322.0,2.0,35.0,24.0,28.0,27.0,15.0,12.0,11.0,27.0,1.14,7.0,0.29,24.0,17.0,0.0,0.0,74.0,67.0,70.5,N/a,N/a,N/a,N/a
Idrissa Gana Gueye,"2024-2025 Everton Stats
(Premier League)",sn SEN,MF,35,31.0,29.0,2537.0,0.0,3.0,7.0,0.0,1.0,1.7,21.0,119.0,21.0,0.0,0.11,0.04,0.06,15.4,0.14,0.0,25.3,1005.0,86.4,17046.0,90.3,90.3,74.1,19.0,23.0,9.0,3.0,119.0,1487.0,66.0,358.0,843.0,292.0,19.0,82.0,48.6,45.7,694.0,3166.0,21.0,4.0,27.0,33.0,851.0,21.0,116.0,70.0,15.0,43.0,9.0,34.0,37.0,55.0,1.95,3.0,0.11,47.0,38.0,0.0,6.0,165.0,21.0,58.3,N/a,N/a,N/a,N/a
Igor,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",br BRA,DF,27,12.0,9.0,903.0,0.0,0.0,4.0,0.0,0.0,0.2,9.0,44.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,14.1,628.0,92.1,11358.0,96.5,95.2,71.4,1.0,14.0,2.0,1.0,44.0,764.0,109.0,377.0,353.0,38.0,1.0,10.0,75.0,25.0,497.0,2837.0,9.0,0.0,1.0,0.0,568.0,0.0,4.0,4.0,6.0,23.0,14.0,9.0,4.0,11.0,1.1,0.0,0.0,9.0,6.0,0.0,2.0,40.0,8.0,57.1,N/a,N/a,N/a,N/a
Iliman Ndiaye,"2024-2025 Everton Stats
(Premier League)",sn SEN,FW,25,27.0,24.0,2039.0,7.0,0.0,3.0,0.0,5.0,1.5,76.0,42.0,103.0,0.31,0.0,0.22,0.07,44.8,0.57,0.17,17.2,488.0,80.3,7401.0,85.2,85.7,70.2,16.0,38.0,14.0,5.0,42.0,913.0,32.0,190.0,370.0,400.0,72.0,44.0,45.4,47.7,526.0,4144.0,76.0,29.0,45.0,38.0,552.0,103.0,46.0,24.0,17.0,24.0,4.0,20.0,17.0,56.0,2.47,5.0,0.22,21.0,44.0,5.0,35.0,152.0,4.0,19.0,N/a,N/a,N/a,N/a
Illia Zabarnyi,"2024-2025 Bournemouth Stats
(Premier League)",ua UKR,DF,22,29.0,29.0,2527.0,0.0,0.0,3.0,1.0,1.0,0.5,18.0,104.0,3.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,8.8,1104.0,80.9,23567.0,89.8,90.6,52.5,10.0,14.0,6.0,0.0,104.0,1652.0,196.0,790.0,829.0,52.0,11.0,42.0,62.5,25.0,1023.0,6487.0,18.0,0.0,14.0,3.0,1020.0,3.0,44.0,30.0,35.0,32.0,19.0,13.0,32.0,26.0,0.93,0.0,0.0,17.0,5.0,0.0,5.0,136.0,63.0,64.3,N/a,N/a,N/a,N/a
Ismaila Sarr,"2024-2025 Crystal Palace Stats
(Premier League)",sn SEN,"MF,FW",27,31.0,24.0,2200.0,7.0,4.0,3.0,0.0,8.2,6.7,61.0,71.0,156.0,0.29,0.16,0.34,0.27,54.5,0.98,0.16,13.7,407.0,66.4,6097.0,74.6,70.5,46.3,34.0,38.0,35.0,7.0,71.0,891.0,36.0,146.0,342.0,412.0,109.0,23.0,28.0,54.0,487.0,3038.0,61.0,24.0,57.0,39.0,604.0,156.0,21.0,10.0,44.0,21.0,7.0,14.0,7.0,92.0,3.76,9.0,0.37,11.0,44.0,10.0,44.0,91.0,27.0,38.0,N/a,N/a,N/a,N/a
Issa Diop,"2024-2025 Fulham Stats
(Premier League)",fr FRA,DF,28,21.0,15.0,1339.0,0.0,0.0,2.0,0.0,0.5,0.1,6.0,25.0,3.0,0.0,0.0,0.04,0.01,40.0,0.13,0.0,10.7,663.0,87.5,12350.0,92.5,92.9,52.9,3.0,2.0,1.0,0.0,25.0,903.0,125.0,498.0,381.0,26.0,13.0,18.0,50.0,50.0,533.0,2426.0,6.0,0.0,9.0,2.0,617.0,3.0,26.0,12.0,12.0,10.0,7.0,3.0,9.0,6.0,0.4,0.0,0.0,10.0,4.0,0.0,1.0,45.0,20.0,62.5,N/a,N/a,N/a,N/a
Jack Clarke,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,"FW,MF",24,26.0,9.0,960.0,0.0,4.0,2.0,0.0,1.0,1.9,27.0,30.0,47.0,0.0,0.37,0.09,0.18,14.3,0.19,0.0,19.4,246.0,76.6,4029.0,86.9,88.1,46.4,21.0,17.0,6.0,0.0,30.0,444.0,16.0,105.0,181.0,171.0,28.0,30.0,56.8,32.4,255.0,1790.0,27.0,9.0,19.0,15.0,277.0,47.0,27.0,16.0,14.0,5.0,0.0,5.0,5.0,37.0,3.47,5.0,0.47,14.0,19.0,3.0,13.0,61.0,6.0,30.0,N/a,N/a,N/a,N/a
Jack Grealish,"2024-2025 Manchester City Stats
(Premier League)",eng ENG,"FW,MF",29,19.0,7.0,720.0,1.0,1.0,3.0,0.0,1.1,1.8,69.0,52.0,118.0,0.12,0.12,0.14,0.23,33.3,0.62,0.07,16.3,381.0,87.6,5676.0,93.2,87.8,69.2,24.0,23.0,16.0,0.0,52.0,519.0,14.0,40.0,162.0,324.0,71.0,5.0,44.8,31.0,375.0,2879.0,69.0,46.0,10.0,16.0,422.0,118.0,9.0,5.0,7.0,12.0,2.0,10.0,2.0,47.0,5.87,2.0,0.25,5.0,25.0,0.0,20.0,26.0,1.0,12.5,N/a,N/a,N/a,N/a
Jack Harrison,"2024-2025 Everton Stats
(Premier League)",eng ENG,FW,28,28.0,20.0,1747.0,1.0,0.0,0.0,0.0,3.3,3.6,56.0,43.0,106.0,0.05,0.0,0.17,0.19,22.2,0.31,0.04,16.3,342.0,63.1,5416.0,81.1,69.2,33.3,30.0,27.0,23.0,9.0,43.0,793.0,30.0,135.0,275.0,390.0,59.0,36.0,30.9,58.8,439.0,2557.0,56.0,14.0,45.0,35.0,511.0,106.0,28.0,19.0,25.0,16.0,2.0,14.0,7.0,51.0,2.62,4.0,0.21,12.0,24.0,3.0,106.0,61.0,4.0,13.8,N/a,N/a,N/a,N/a
Jack Hinshelwood,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",eng ENG,"DF,MF",20,20.0,18.0,1505.0,2.0,0.0,4.0,0.0,1.4,0.9,16.0,55.0,41.0,0.12,0.0,0.08,0.05,41.7,0.3,0.17,13.6,706.0,83.0,10776.0,92.0,83.7,52.1,11.0,16.0,8.0,2.0,55.0,984.0,46.0,281.0,454.0,254.0,24.0,22.0,11.1,77.8,456.0,1965.0,16.0,1.0,16.0,2.0,600.0,41.0,23.0,16.0,12.0,7.0,3.0,4.0,14.0,28.0,1.68,2.0,0.12,13.0,5.0,0.0,26.0,49.0,18.0,60.0,N/a,N/a,N/a,N/a
Jack Stephens,"2024-2025 Southampton Stats
(Premier League)",eng ENG,DF,31,14.0,12.0,984.0,0.0,0.0,2.0,2.0,0.3,0.1,11.0,45.0,1.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,7.9,669.0,92.0,11609.0,92.6,95.2,79.1,2.0,10.0,5.0,0.0,45.0,822.0,91.0,345.0,403.0,78.0,6.0,20.0,0.0,100.0,462.0,2145.0,11.0,1.0,1.0,2.0,590.0,1.0,26.0,15.0,6.0,9.0,7.0,2.0,10.0,11.0,1.01,0.0,0.0,9.0,3.0,1.0,0.0,34.0,4.0,40.0,N/a,N/a,N/a,N/a
Jack Taylor,"2024-2025 Ipswich Town Stats
(Premier League)",ie IRL,MF,26,26.0,1.0,555.0,1.0,0.0,3.0,0.0,0.6,0.5,9.0,37.0,17.0,0.16,0.0,0.1,0.09,26.7,0.65,0.07,23.3,251.0,81.5,4424.0,86.7,85.9,57.6,5.0,8.0,7.0,0.0,37.0,388.0,21.0,106.0,211.0,80.0,7.0,17.0,33.3,33.3,195.0,1136.0,9.0,1.0,9.0,6.0,253.0,17.0,15.0,7.0,5.0,7.0,2.0,5.0,5.0,18.0,2.91,1.0,0.16,12.0,3.0,0.0,5.0,38.0,7.0,58.3,N/a,N/a,N/a,N/a
Jacob Greaves,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,24,19.0,19.0,1665.0,1.0,0.0,4.0,0.0,1.2,0.0,6.0,48.0,4.0,0.05,0.0,0.07,0.0,50.0,0.22,0.13,8.3,759.0,87.4,12401.0,93.0,92.1,41.3,2.0,8.0,1.0,0.0,48.0,1064.0,222.0,582.0,426.0,60.0,15.0,22.0,50.0,50.0,503.0,2156.0,6.0,0.0,7.0,2.0,673.0,4.0,27.0,13.0,36.0,27.0,19.0,8.0,17.0,12.0,0.65,0.0,0.0,9.0,16.0,1.0,0.0,42.0,54.0,60.0,N/a,N/a,N/a,N/a
Jacob Murphy,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,FW,30,28.0,24.0,1893.0,7.0,10.0,3.0,0.0,5.5,7.3,62.0,60.0,175.0,0.33,0.48,0.26,0.35,36.8,0.67,0.18,18.0,539.0,69.1,8055.0,84.5,66.8,43.6,32.0,27.0,29.0,10.0,60.0,1000.0,17.0,151.0,382.0,477.0,71.0,28.0,51.8,44.6,594.0,3583.0,62.0,21.0,24.0,33.0,716.0,175.0,21.0,14.0,15.0,30.0,0.0,30.0,11.0,64.0,3.05,11.0,0.52,11.0,9.0,3.0,84.0,81.0,3.0,16.7,N/a,N/a,N/a,N/a
Jacob Ramsey,"2024-2025 Aston Villa Stats
(Premier League)",eng ENG,"FW,MF",23,24.0,17.0,1406.0,1.0,3.0,1.0,0.0,1.3,2.1,53.0,62.0,98.0,0.06,0.19,0.09,0.13,25.0,0.26,0.06,16.4,448.0,85.3,5877.0,92.0,83.2,70.6,18.0,30.0,19.0,1.0,62.0,679.0,12.0,126.0,240.0,324.0,61.0,17.0,56.8,24.3,446.0,2935.0,53.0,18.0,38.0,20.0,516.0,98.0,28.0,15.0,10.0,19.0,3.0,16.0,7.0,46.0,2.94,6.0,0.38,11.0,22.0,5.0,10.0,68.0,6.0,37.5,N/a,N/a,N/a,N/a
Jaden Philogene Bidace,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,"FW,DF",23,10.0,5.0,474.0,2.0,0.0,1.0,0.0,2.0,0.2,13.0,10.0,36.0,0.38,0.0,0.37,0.05,41.7,0.95,0.17,16.4,95.0,72.5,1536.0,84.4,73.2,50.0,5.0,3.0,4.0,3.0,10.0,220.0,10.0,53.0,68.0,101.0,18.0,15.0,27.8,61.1,127.0,862.0,13.0,5.0,11.0,10.0,133.0,36.0,14.0,7.0,3.0,11.0,1.0,10.0,10.0,9.0,1.71,0.0,0.0,8.0,10.0,1.0,13.0,23.0,5.0,62.5,N/a,N/a,N/a,N/a
Jaden Philogene Bidace,"2024-2025 Aston Villa Stats
(Premier League)",eng ENG,"FW,MF",23,11.0,2.0,332.0,0.0,0.0,4.0,1.0,0.5,0.3,7.0,4.0,17.0,0.0,0.0,0.13,0.08,0.0,0.0,0.0,16.0,63.0,73.3,850.0,81.6,85.7,66.7,1.0,5.0,3.0,0.0,4.0,145.0,4.0,27.0,54.0,66.0,14.0,6.0,26.7,53.3,75.0,520.0,7.0,7.0,7.0,3.0,83.0,17.0,11.0,5.0,5.0,5.0,0.0,5.0,3.0,5.0,1.36,0.0,0.0,12.0,8.0,1.0,4.0,21.0,0.0,0.0,N/a,N/a,N/a,N/a
Jadon Sancho,"2024-2025 Chelsea Stats
(Premier League)",eng ENG,FW,25,26.0,18.0,1610.0,3.0,4.0,1.0,0.0,1.9,3.4,91.0,81.0,203.0,0.17,0.22,0.11,0.19,27.3,0.34,0.14,15.1,603.0,83.1,8109.0,89.5,84.2,50.0,34.0,32.0,43.0,0.0,81.0,878.0,11.0,111.0,260.0,517.0,113.0,12.0,46.7,40.2,586.0,4037.0,91.0,54.0,26.0,19.0,685.0,203.0,10.0,6.0,10.0,9.0,0.0,9.0,2.0,63.0,3.52,10.0,0.56,6.0,11.0,5.0,21.0,90.0,5.0,33.3,N/a,N/a,N/a,N/a
Jahmai Simpson-Pusey,"2024-2025 Manchester City Stats
(Premier League)",eng ENG,DF,19,2.0,1.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,107.0,93.0,1754.0,95.9,96.6,42.9,0.0,0.0,0.0,0.0,3.0,123.0,9.0,61.0,59.0,3.0,1.0,1.0,0.0,0.0,79.0,376.0,1.0,0.0,1.0,0.0,101.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,25.0,N/a,N/a,N/a,N/a
Jake O'Brien,"2024-2025 Everton Stats
(Premier League)",ie IRL,DF,23,15.0,12.0,1121.0,2.0,0.0,4.0,0.0,0.7,0.6,7.0,38.0,24.0,0.16,0.0,0.06,0.04,60.0,0.24,0.4,11.5,386.0,75.8,6896.0,87.9,76.1,60.9,6.0,5.0,8.0,5.0,38.0,646.0,52.0,253.0,269.0,126.0,18.0,17.0,33.3,55.6,272.0,1192.0,7.0,2.0,5.0,5.0,325.0,24.0,19.0,13.0,22.0,13.0,3.0,10.0,3.0,13.0,1.04,0.0,0.0,10.0,3.0,3.0,16.0,42.0,30.0,57.7,N/a,N/a,N/a,N/a
Jakub Kiwior,"2024-2025 Arsenal Stats
(Premier League)",pl POL,DF,25,11.0,4.0,582.0,0.0,0.0,0.0,0.0,0.1,0.3,4.0,22.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,20.6,308.0,88.5,5557.0,91.7,95.2,51.6,3.0,2.0,1.0,0.0,22.0,396.0,45.0,146.0,220.0,30.0,2.0,10.0,66.7,33.3,215.0,865.0,4.0,1.0,1.0,1.0,288.0,0.0,10.0,4.0,6.0,6.0,3.0,3.0,2.0,5.0,0.77,0.0,0.0,6.0,1.0,0.0,1.0,15.0,7.0,53.8,N/a,N/a,N/a,N/a
Jakub Stolarczyk,"2024-2025 Leicester City Stats
(Premier League)",pl POL,GK,24,6.0,6.0,540.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,152.0,67.9,4176.0,100.0,97.9,45.0,0.0,0.0,0.0,0.0,1.0,241.0,179.0,236.0,6.0,0.0,0.0,2.0,N/a,N/a,130.0,592.0,0.0,0.0,1.0,0.0,131.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,100.0,2.0,58.6,0.0,N/a
James Bree,"2024-2025 Southampton Stats
(Premier League)",eng ENG,DF,27,14.0,11.0,890.0,0.0,1.0,0.0,0.0,0.1,0.9,9.0,30.0,34.0,0.0,0.1,0.01,0.09,25.0,0.1,0.0,22.7,437.0,83.9,6984.0,90.8,88.3,51.1,10.0,11.0,6.0,5.0,30.0,598.0,42.0,194.0,261.0,148.0,10.0,17.0,50.0,25.0,316.0,1372.0,9.0,0.0,6.0,4.0,385.0,34.0,15.0,10.0,4.0,8.0,3.0,5.0,8.0,15.0,1.52,1.0,0.1,2.0,4.0,0.0,24.0,56.0,12.0,75.0,N/a,N/a,N/a,N/a
James Garner,"2024-2025 Everton Stats
(Premier League)",eng ENG,"MF,DF",24,15.0,11.0,1054.0,0.0,1.0,3.0,0.0,0.3,1.1,7.0,31.0,22.0,0.0,0.09,0.03,0.09,28.6,0.17,0.0,24.1,356.0,71.3,6140.0,83.1,80.5,43.0,10.0,10.0,5.0,2.0,31.0,616.0,29.0,153.0,293.0,176.0,9.0,29.0,38.5,61.5,282.0,1182.0,7.0,1.0,9.0,7.0,315.0,22.0,28.0,18.0,8.0,13.0,3.0,10.0,14.0,26.0,2.22,4.0,0.34,15.0,12.0,0.0,44.0,55.0,10.0,55.6,N/a,N/a,N/a,N/a
James Hill,"2024-2025 Bournemouth Stats
(Premier League)",eng ENG,DF,23,10.0,6.0,448.0,0.0,1.0,1.0,0.0,0.3,0.3,3.0,16.0,8.0,0.0,0.2,0.06,0.05,0.0,0.0,0.0,13.9,159.0,64.9,3098.0,76.1,77.3,36.2,3.0,6.0,6.0,0.0,16.0,319.0,19.0,99.0,167.0,54.0,8.0,11.0,50.0,50.0,146.0,552.0,3.0,0.0,2.0,0.0,179.0,8.0,15.0,8.0,12.0,5.0,0.0,5.0,9.0,8.0,1.61,1.0,0.2,7.0,5.0,0.0,10.0,13.0,14.0,53.8,N/a,N/a,N/a,N/a
James Justin,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,DF,27,30.0,30.0,2526.0,2.0,1.0,5.0,0.0,1.5,0.5,36.0,80.0,90.0,0.07,0.04,0.05,0.02,25.0,0.21,0.08,16.0,1014.0,77.5,15620.0,86.4,83.9,33.9,12.0,25.0,21.0,7.0,80.0,1660.0,130.0,581.0,736.0,353.0,36.0,49.0,32.1,42.9,737.0,3093.0,36.0,4.0,30.0,12.0,913.0,90.0,47.0,29.0,46.0,38.0,12.0,26.0,41.0,31.0,1.1,1.0,0.04,19.0,34.0,2.0,52.0,74.0,57.0,55.3,N/a,N/a,N/a,N/a
James Maddison,"2024-2025 Tottenham Hotspur Stats
(Premier League)",eng ENG,MF,28,30.0,20.0,1764.0,9.0,6.0,6.0,0.0,5.8,4.1,43.0,160.0,92.0,0.46,0.31,0.3,0.21,43.6,0.87,0.23,16.7,1001.0,81.3,16292.0,90.9,86.0,45.9,39.0,39.0,32.0,5.0,160.0,1438.0,25.0,207.0,677.0,567.0,76.0,28.0,41.9,44.6,1010.0,5042.0,43.0,19.0,23.0,24.0,1112.0,92.0,30.0,18.0,7.0,15.0,4.0,11.0,11.0,92.0,4.7,17.0,0.87,31.0,63.0,4.0,95.0,73.0,5.0,41.7,N/a,N/a,N/a,N/a
James Mcatee,"2024-2025 Manchester City Stats
(Premier League)",eng ENG,"MF,FW",22,12.0,1.0,224.0,3.0,0.0,1.0,0.0,2.7,0.3,7.0,6.0,18.0,1.21,0.0,1.1,0.13,36.4,1.61,0.27,13.6,70.0,81.4,1082.0,85.7,86.5,50.0,2.0,5.0,2.0,0.0,6.0,118.0,2.0,13.0,53.0,53.0,16.0,5.0,33.3,66.7,67.0,342.0,7.0,1.0,3.0,1.0,87.0,18.0,4.0,2.0,3.0,4.0,0.0,4.0,1.0,3.0,1.21,1.0,0.4,5.0,1.0,0.0,3.0,7.0,1.0,25.0,N/a,N/a,N/a,N/a
